Linux 5.15.0-1054-kvm (large-instance-spare) 	04/17/24 	_x86_64_	(24 CPU)

17:55:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:00:37     all    0.04    0.00    3.66    9.16    0.00    0.00    0.00    0.00    0.00   87.14
18:00:38     all    0.00    0.00    2.25    9.47    0.00    0.00    2.62    0.00    0.00   85.66
18:00:39     all    0.00    0.00    1.56    9.33    0.00    0.00    2.84    0.00    0.00   86.27
18:00:40     all    0.12    0.00    1.52   10.05    0.00    0.00    3.00    0.00    0.00   85.31
18:00:41     all    0.08    0.00    1.52    9.92    0.00    0.00    3.40    0.00    0.00   85.08
18:00:42     all    0.04    0.00    1.64    9.70    0.00    0.00    3.56    0.00    0.00   85.06
18:00:43     all    0.04    0.00    1.49   10.82    0.00    0.00    1.29    0.00    0.00   86.36
18:00:44     all    0.04    0.00    0.75   11.54    0.00    0.00    0.50    0.00    0.00   87.16
18:00:45     all    0.00    0.00    0.04   12.27    0.00    0.00    0.42    0.00    0.00   87.27
18:00:46     all    0.00    0.00    0.04   12.46    0.00    0.00    0.00    0.00    0.00   87.50
18:00:47     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:00:48     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:00:49     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:00:50     all    0.00    0.00    0.00   13.50    0.00    0.00    0.00    0.00    0.00   86.50
18:00:51     all    0.00    0.00    0.25   25.84    0.00    0.00    0.00    0.00    0.00   73.91
18:00:52     all    0.25    0.00    1.96   10.30    0.00    0.00    0.83    0.00    0.00   86.66
18:00:53     all    0.25    0.00    1.60    8.31    0.00    0.00    0.29    0.00    0.00   89.55
18:00:54     all   20.35    0.00    1.25    4.16    0.00    0.00    0.33    0.00    0.00   73.91
18:00:55     all   18.74    0.00    0.17    4.16    0.00    0.00    0.08    0.00    0.00   76.84
18:00:56     all   26.53    0.00    0.17    4.16    0.00    0.00    0.17    0.00    0.00   68.98
18:00:57     all   25.63    0.00    0.17    4.18    0.00    0.00    0.00    0.00    0.00   70.03
18:00:58     all   26.02    0.00    0.08    4.16    0.00    0.00    0.00    0.00    0.00   69.73
18:00:59     all   24.32    0.00    0.46    4.34    0.00    0.00    0.00    0.00    0.00   70.88
18:01:00     all   24.52    0.00    0.00    4.18    0.00    0.00    0.00    0.00    0.00   71.30
18:01:01     all   24.35    0.00    0.25    4.16    0.00    0.00    0.21    0.00    0.00   71.02
18:01:02     all   25.56    0.00    0.08    4.16    0.00    0.00    0.00    0.00    0.00   70.19
18:01:03     all   25.23    0.00    0.00    4.18    0.00    0.00    0.00    0.00    0.00   70.59
18:01:04     all   25.42    0.00    0.08    4.17    0.00    0.00    0.00    0.00    0.00   70.33
18:01:05     all   25.36    0.00    0.17    4.19    0.00    0.00    0.00    0.00    0.00   70.28
18:01:06     all   25.62    0.00    0.04    4.17    0.00    0.00    0.00    0.00    0.00   70.17
18:01:07     all   24.47    0.00    0.13    4.19    0.00    0.00    0.00    0.00    0.00   71.22
18:01:08     all   24.96    0.00    0.04    4.17    0.00    0.00    0.00    0.00    0.00   70.83
18:01:09     all   25.01    0.00    0.12    4.16    0.00    0.00    0.00    0.00    0.00   70.70
18:01:10     all   24.66    0.00    0.17    4.16    0.00    0.00    0.00    0.00    0.00   71.01
18:01:11     all   17.26    0.00    0.04    4.16    0.00    0.00    0.21    0.00    0.00   78.34
18:01:12     all   17.31    0.00    0.17    4.14    0.00    0.00    1.12    0.00    0.00   77.27
18:01:13     all   16.14    0.00    0.12    4.12    0.00    0.00    2.68    0.00    0.00   76.95
18:01:14     all   16.84    0.00    0.08    4.11    0.00    0.00    2.55    0.00    0.00   76.43
18:01:15     all   16.47    0.00    0.17    4.14    0.00    0.00    2.15    0.00    0.00   77.08
18:01:16     all   20.25    0.00    0.04    4.11    0.00    0.00    1.52    0.00    0.00   74.08
18:01:17     all   21.18    0.00    0.08    4.14    0.00    0.00    0.17    0.00    0.00   74.44
18:01:18     all   21.57    0.00    0.08    4.17    0.00    0.00    0.00    0.00    0.00   74.18
18:01:19     all   21.88    0.00    0.12    4.17    0.00    0.00    0.00    0.00    0.00   73.83
18:01:20     all   21.41    0.00    0.08    1.09    0.00    0.00    0.00    0.00    0.00   77.42
18:01:21     all   21.53    0.00    0.08    1.80    0.00    0.00    0.00    0.00    0.00   76.59
18:01:22     all   24.66    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   75.22
18:01:23     all   24.80    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   75.07
18:01:24     all   24.92    0.00    0.12    0.00    0.00    0.04    0.00    0.00    0.00   74.92
18:01:25     all   23.60    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.00   76.32
18:01:26     all   24.63    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00   75.32
18:01:27     all   24.12    0.00    0.12    0.00    0.00    0.00    0.00    0.00    0.00   75.76
18:01:28     all   24.23    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   75.65
18:01:29     all   24.24    0.00    0.17    0.00    0.00    0.00    0.00    0.00    0.00   75.59
18:01:30     all   23.91    0.00    0.21    0.00    0.00    0.00    0.00    0.00    0.00   75.88
18:01:31     all   24.25    0.00    0.04    0.00    0.00    0.04    0.00    0.00    0.00   75.67
18:01:32     all   23.99    0.00    0.12    0.00    0.00    0.00    0.00    0.00    0.00   75.89
18:01:33     all   23.83    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   76.05
18:01:34     all   23.84    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00   76.12
18:01:35     all   24.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.00
18:01:36     all   24.44    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   75.44
18:01:37     all   26.31    0.00    0.04    0.00    0.00    0.00    0.04    0.00    0.00   73.60
18:01:38     all   25.46    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   74.41
18:01:39     all   24.87    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.00   75.04
18:01:40     all   24.09    0.00    0.04    0.00    0.00    0.04    0.00    0.00    0.00   75.82
18:01:41     all   24.67    0.00    0.08    0.00    0.00    0.00    0.04    0.00    0.00   75.21
18:01:42     all   24.18    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   75.70
18:01:43     all    2.47    0.00    8.65    0.00    0.00    0.00    0.00    0.00    0.00   88.88
18:01:44     all    0.25    0.00   10.79    0.00    0.00    0.04    0.00    0.00    0.00   88.92
18:01:45     all    0.12    0.00   11.72    0.00    0.00    0.00    0.04    0.00    0.00   88.12
18:01:46     all    0.13    0.00   11.66    0.00    0.00    0.00    0.00    0.00    0.00   88.22
18:01:47     all    0.12    0.00    9.86    0.00    0.00    0.00    0.08    0.00    0.00   89.93
18:01:48     all    0.08    0.00   10.41    0.00    0.00    0.00    0.00    0.00    0.00   89.51
18:01:49     all    0.04    0.00   10.80    0.00    0.00    0.00    0.00    0.00    0.00   89.16
18:01:50     all    0.04    0.00    9.76    0.00    0.00    0.00    0.00    0.00    0.00   90.20
18:01:51     all    0.04    0.00    7.38    8.59    0.00    0.00    0.00    0.00    0.00   83.99
18:01:52     all    0.13    0.00    8.19    4.26    0.00    0.00    0.00    0.00    0.00   87.42
18:01:53     all    0.04    0.00    4.30    8.78    0.00    0.00    0.00    0.00    0.00   86.88
18:01:54     all    0.04    0.00    3.47   10.15    0.00    0.00    0.00    0.00    0.00   86.35
18:01:55     all    0.08    0.00    1.44   10.91    0.00    0.00    1.44    0.00    0.00   86.13
18:01:56     all    0.00    0.00    0.04   12.23    0.00    0.00    1.80    0.00    0.00   85.92
18:01:57     all    0.04    0.00    0.00   12.37    0.00    0.00    0.99    0.00    0.00   86.60
18:01:58     all    0.00    0.00    0.00   12.34    0.00    0.00    1.32    0.00    0.00   86.35
18:01:59     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:02:00     all    0.00    0.00    0.04   12.48    0.00    0.00    0.21    0.00    0.00   87.27
18:02:01     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:02:02     all    0.00    0.00    0.00   12.46    0.00    0.00    0.29    0.00    0.00   87.25
18:02:03     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:02:04     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:02:05     all    0.00    0.00    0.04   12.50    0.00    0.00    0.00    0.00    0.00   87.46
18:02:06     all    0.00    0.00    0.04   12.50    0.00    0.00    0.00    0.00    0.00   87.46
18:02:07     all    0.00    0.00    0.00   12.49    0.00    0.00    0.08    0.00    0.00   87.43
18:02:08     all    0.04    0.00    0.04   12.49    0.00    0.00    0.00    0.00    0.00   87.43
18:02:09     all    0.00    0.00    0.00   12.49    0.00    0.00    0.00    0.00    0.00   87.51
18:02:10     all    0.04    0.00    5.33    8.84    0.00    0.00    0.95    0.00    0.00   84.84
18:02:11     all    0.00    0.00    3.05    8.28    0.00    0.00    0.21    0.00    0.00   88.45
18:02:12     all    0.21    0.00    3.06    9.52    0.00    0.00    0.50    0.00    0.00   86.71
18:02:13     all    0.08    0.00    2.30    9.48    0.00    0.04    2.42    0.00    0.00   85.67
18:02:14     all    0.08    0.00    1.63    9.88    0.00    0.00    3.54    0.00    0.00   84.87
18:02:15     all    0.00    0.00    1.56   10.28    0.00    0.00    2.54    0.00    0.00   85.62
18:02:16     all    0.16    0.00    1.91   10.42    0.00    0.00    3.45    0.00    0.00   84.06
18:02:17     all    0.00    0.00    0.53   11.42    0.00    0.00    2.10    0.00    0.00   85.95
18:02:18     all    0.00    0.00    0.00   12.40    0.00    0.00    0.25    0.00    0.00   87.35
18:02:19     all    0.00    0.00    0.04   12.48    0.00    0.00    0.08    0.00    0.00   87.39
18:02:20     all    0.00    0.00    0.00   12.49    0.00    0.00    0.08    0.00    0.00   87.43
18:02:21     all    0.00    0.00    0.00   12.51    0.00    0.00    0.00    0.00    0.00   87.49
18:02:22     all    0.00    0.00    0.00   12.49    0.00    0.00    0.04    0.00    0.00   87.46
18:02:23     all    0.00    0.00    0.04   12.49    0.00    0.00    0.00    0.00    0.00   87.46
18:02:24     all    0.04    0.00    2.24   11.68    0.00    0.00    0.37    0.00    0.00   85.66
18:02:25     all    0.08    0.00    2.59    9.87    0.00    0.00    0.50    0.00    0.00   86.96
18:02:26     all    0.08    0.00    1.34   10.59    0.00    0.00    0.04    0.00    0.00   87.94
18:02:27     all    0.13    0.00    2.34    9.94    0.00    0.00    0.17    0.00    0.00   87.43
18:02:28     all    0.04    0.00    4.00    4.32    0.00    0.00    1.19    0.00    0.00   90.44
18:02:29     all    0.00    0.00    4.10    4.14    0.00    0.00    0.46    0.00    0.00   91.30
18:02:30     all    0.00    0.00    1.27   14.68    0.00    0.00    4.73    0.00    0.00   79.32
18:02:31     all    0.00    0.00    0.00   20.70    0.00    0.00    0.58    0.00    0.00   78.72
18:02:32     all    0.00    0.00    0.00   20.01    0.00    0.00    4.00    0.00    0.00   75.99
18:02:33     all    0.00    0.00    0.00   20.80    0.00    0.00    0.17    0.00    0.00   79.03
18:02:34     all    0.00    0.00    0.00   23.58    0.00    0.00    0.00    0.00    0.00   76.42
18:02:35     all    0.00    0.00    0.00   24.88    0.00    0.00    0.41    0.00    0.00   74.71
18:02:36     all    0.00    0.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00   75.00
18:02:37     all    0.00    0.00    0.00   25.03    0.00    0.00    0.00    0.00    0.00   74.97
18:02:38     all    0.00    0.00    0.00   24.99    0.00    0.00    0.04    0.00    0.00   74.97
18:02:39     all    0.00    0.00    0.00   25.02    0.00    0.00    0.00    0.00    0.00   74.98
18:02:40     all    0.00    0.00    0.00   24.97    0.00    0.00    0.00    0.00    0.00   75.03
18:02:41     all    0.00    0.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00   75.00
18:02:42     all    0.00    0.00    2.91   20.96    0.00    0.00    0.25    0.00    0.00   75.88
18:02:43     all    0.00    0.00   10.34   10.55    0.00    0.00    0.29    0.00    0.00   78.82
18:02:44     all    0.00    0.00    9.66   10.95    0.00    0.00    0.37    0.00    0.00   79.02
18:02:45     all    0.00    0.00    5.99   11.44    0.00    0.08    4.72    0.00    0.00   77.77
18:02:46     all    0.00    0.00    3.13    7.09    0.00    0.08    3.01    0.00    0.00   86.68
18:02:47     all   58.33    0.00    0.95    4.12    0.00    0.00    4.74    0.00    0.00   31.86
18:02:48     all   62.83    0.00    2.08    4.16    0.00    0.04    2.20    0.00    0.00   28.69
18:02:49     all   64.28    0.00    2.83    4.16    0.00    0.00    0.17    0.00    0.00   28.57
18:02:50     all   66.56    0.00    0.21    4.17    0.00    0.00    0.00    0.00    0.00   29.07
18:02:51     all   66.67    0.00    0.00    4.17    0.00    0.00    0.00    0.00    0.00   29.17
18:02:52     all   51.38    0.00   16.79    4.17    0.00    0.00    0.00    0.00    0.00   27.67
18:02:53     all   66.49    0.00    0.21    4.17    0.00    0.00    0.04    0.00    0.00   29.10
18:02:54     all   66.45    0.00    0.00    4.11    0.00    0.00    0.37    0.00    0.00   29.07
18:02:55     all   66.60    0.00    0.00    4.16    0.00    0.00    0.08    0.00    0.00   29.15
18:02:56     all   66.67    0.00    0.04    3.29    0.00    0.00    0.00    0.00    0.00   30.00
18:02:57     all   66.61    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.00   33.31
18:02:58     all   30.97    0.00   15.01    0.00    0.00    0.04    0.00    0.00    0.00   53.98
18:02:59     all    1.12    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   93.88
18:03:00     all    0.00    0.00    7.41    0.00    0.00    0.47    0.00    0.00    0.00   92.13
18:03:01     all    0.00    0.00    5.96    0.00    0.00    0.29    0.04    0.00    0.00   93.70
18:03:02     all    0.00    0.00    5.27    2.22    0.00    0.21    0.29    0.00    0.00   92.01
18:03:03     all    0.00    0.00    2.27    6.08    0.00    0.04    0.00    0.00    0.00   91.61
18:03:04     all    0.00    0.00    3.70   13.79    0.00    0.00    0.75    0.00    0.00   81.77
18:03:05     all    0.00    0.00    3.76   11.70    0.00    0.00    1.99    0.00    0.00   82.55
18:03:06     all    0.00    0.00   12.88    5.86    0.00    0.00    0.46    0.00    0.00   80.80
18:03:07     all    0.04    0.00   16.81    4.42    0.00    0.38    0.13    0.00    0.00   78.23
18:03:08     all    0.00    0.00   16.78    3.38    0.00    0.00    0.00    0.00    0.00   79.84
18:03:09     all   53.17    0.00    4.97    0.33    0.00    0.04    0.00    0.00    0.00   41.49
18:03:10     all   64.65    0.00    2.37    0.00    0.00    0.00    0.00    0.00    0.00   32.97
18:03:11     all   63.71    0.00    3.58    0.00    0.00    0.00    0.00    0.00    0.00   32.71
18:03:12     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:03:13     all   66.64    0.00    0.00    0.00    0.00    0.00    0.04    0.00    0.00   33.32
18:03:14     all   63.00    0.00    4.62    0.00    0.00    0.00    0.08    0.00    0.00   32.29
18:03:15     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:03:16     all   66.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.35
18:03:17     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:03:18     all   66.64    0.00    0.00    0.00    0.00    0.00    0.04    0.00    0.00   33.32
18:03:19     all   64.25    0.00    3.05    0.00    0.00    0.00    0.00    0.00    0.00   32.71
18:03:20     all   13.24    0.00    9.27    0.00    0.00    0.00    0.00    0.00    0.00   77.49
18:03:21     all    0.00    0.00    7.83    0.00    0.00    0.54    0.08    0.00    0.00   91.54
18:03:22     all    0.00    0.00    6.77    0.00    0.00    0.38    0.29    0.00    0.00   92.56
18:03:23     all    0.00    0.00    7.44    0.88    0.00    1.38    0.63    0.00    0.00   89.67
18:03:24     all    0.00    0.00    1.51    6.03    0.00    0.04    3.30    0.00    0.00   89.13
18:03:25     all    0.00    0.00    0.45   24.34    0.00    0.00    1.03    0.00    0.00   74.17
18:03:26     all    0.00    0.00    0.08   24.93    0.00    0.00    0.00    0.00    0.00   74.99
18:03:27     all    0.00    0.00    0.04   24.99    0.00    0.00    0.00    0.00    0.00   74.97
18:03:28     all    0.00    0.00    0.04   24.99    0.00    0.00    0.00    0.00    0.00   74.97
18:03:29     all    0.00    0.00    0.04   24.97    0.00    0.00    0.00    0.00    0.00   74.99
18:03:30     all    0.00    0.00    2.85   18.50    0.00    0.00    0.17    0.00    0.00   78.48
18:03:31     all    0.00    0.00    4.87   11.65    0.00    0.00    1.46    0.00    0.00   82.03
18:03:32     all    0.00    0.00    8.07   12.27    0.00    0.00    0.37    0.00    0.00   79.29
18:03:33     all    0.04    0.00   13.59   10.16    0.00    0.00    0.08    0.00    0.00   76.12
18:03:34     all   27.46    0.00    8.18    5.88    0.00    0.00    0.08    0.00    0.00   58.39
18:03:35     all   63.08    0.00    4.67    0.17    0.00    0.38    0.00    0.00    0.00   31.71
18:03:36     all   66.64    0.00    0.04    0.00    0.00    0.04    0.00    0.00    0.00   33.28
18:03:37     all   61.28    0.00    6.08    0.00    0.00    0.00    0.00    0.00    0.00   32.64
18:03:38     all   66.61    0.00    0.00    0.00    0.00    0.04    0.04    0.00    0.00   33.31
18:03:39     all   59.64    0.00    8.04    0.00    0.00    0.00    0.00    0.00    0.00   32.32
18:03:40     all   65.83    0.00    1.00    0.00    0.00    0.04    0.00    0.00    0.00   33.12
18:03:41     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:03:42     all   66.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.31
18:03:43     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:03:44     all   66.64    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00   33.32
18:03:45     all   41.34    0.00   11.78    0.58    0.00    0.04    0.00    0.00    0.00   46.25
18:03:46     all    0.50    0.00    5.75    4.16    0.00    0.00    0.00    0.00    0.00   89.59
18:03:47     all    0.00    0.00    6.87    4.19    0.00    1.13    0.00    0.00    0.00   87.81
18:03:48     all    0.00    0.00    4.86    7.80    0.00    0.42    0.04    0.00    0.00   86.88
18:03:49     all    0.04    0.00    2.01   10.26    0.00    0.08    0.08    0.00    0.00   87.52
18:03:50     all    0.00    0.00    1.09   11.17    0.00    0.04    0.08    0.00    0.00   87.62
18:03:51     all    0.04    0.00    0.50   11.76    0.00    0.00    0.00    0.00    0.00   87.70
18:03:52     all    0.00    0.00    0.46   10.27    0.00    0.00    0.00    0.00    0.00   89.27
18:03:53     all    0.00    0.00    0.71    8.49    0.00    0.00    0.04    0.00    0.00   90.75
18:03:54     all    0.00    0.00    0.00   12.43    0.00    0.00    0.00    0.00    0.00   87.57
18:03:55     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:03:56     all    0.00    0.00    0.00   12.49    0.00    0.00    0.04    0.00    0.00   87.46
18:03:57     all    0.00    0.00    0.00   12.51    0.00    0.00    0.00    0.00    0.00   87.49
18:03:58     all    0.00    0.00    0.00   12.49    0.00    0.00    0.00    0.00    0.00   87.51
18:03:59     all    0.00    0.00    0.00   12.54    0.00    0.00    0.00    0.00    0.00   87.46
18:04:00     all    0.00    0.00    0.00   12.51    0.00    0.00    0.00    0.00    0.00   87.49
18:04:01     all    0.00    0.00    0.00   13.96    0.00    0.00    0.04    0.00    0.00   85.99
18:04:02     all    0.00    0.00    0.00   16.67    0.00    0.00    0.00    0.00    0.00   83.33
18:04:03     all    0.00    0.00    0.00   16.64    0.00    0.00    0.00    0.00    0.00   83.36
18:04:04     all    0.00    0.00    0.00   16.67    0.00    0.00    0.00    0.00    0.00   83.33
18:04:05     all    0.00    0.00    0.04   16.62    0.00    0.00    0.00    0.00    0.00   83.33
18:04:06     all    0.00    0.00    0.00   16.67    0.00    0.00    0.00    0.00    0.00   83.33
18:04:07     all    0.04    0.00    0.00   16.62    0.00    0.00    0.04    0.00    0.00   83.29
18:04:08     all    0.00    0.00    0.00   16.66    0.00    0.00    0.00    0.00    0.00   83.34
18:04:09     all    0.00    0.00    0.04   16.58    0.00    0.04    0.00    0.00    0.00   83.34
18:04:10     all    0.00    0.00    4.11   11.74    0.00    1.01    0.59    0.00    0.00   82.55
18:04:11     all    0.00    0.00    0.38   24.50    0.00    0.00    0.00    0.00    0.00   75.13
18:04:12     all    0.00    0.00    0.41   21.64    0.00    0.00    1.41    0.00    0.00   76.54
18:04:13     all    0.04    0.00    3.03   14.04    0.00    0.00    5.85    0.00    0.00   77.05
18:04:14     all    0.00    0.00    5.96   12.98    0.00    0.00    3.51    0.00    0.00   77.55
18:04:15     all    0.00    0.00    9.99   12.30    0.00    0.25    0.04    0.00    0.00   77.42
18:04:16     all    0.00    0.00   12.60   10.89    0.00    0.00    0.33    0.00    0.00   76.18
18:04:17     all   37.90    0.00    2.91    4.41    0.00    0.00    0.00    0.00    0.00   54.78
18:04:18     all   65.75    0.00    1.25    4.17    0.00    0.00    0.00    0.00    0.00   28.83
18:04:19     all   64.81    0.00    2.33    4.15    0.00    0.00    0.21    0.00    0.00   28.50
18:04:20     all   66.67    0.00    0.00    4.17    0.00    0.00    0.00    0.00    0.00   29.17
18:04:21     all   66.51    0.00    0.00    4.17    0.00    0.00    0.17    0.00    0.00   29.15
18:04:22     all   62.54    0.00    4.30    4.17    0.00    0.00    0.83    0.00    0.00   28.16
18:04:23     all   66.17    0.00    0.04    4.17    0.00    0.00    0.50    0.00    0.00   29.12
18:04:24     all   64.32    0.00    0.00    4.14    0.00    0.00    2.49    0.00    0.00   29.05
18:04:25     all   63.57    0.00    0.00    4.19    0.00    0.00    3.11    0.00    0.00   29.13
18:04:26     all   63.59    0.00    0.00    4.16    0.00    0.00    3.16    0.00    0.00   29.09
18:04:27     all   62.91    0.00    0.04    4.13    0.00    0.00    4.04    0.00    0.00   28.88
18:04:28     all   47.38    0.00    8.74    4.16    0.00    0.08    3.62    0.00    0.00   36.01
18:04:29     all    8.42    0.00    3.40    4.15    0.00    0.00    2.16    0.00    0.00   81.87
18:04:30     all    3.46    0.00    0.00    4.16    0.00    0.00    0.75    0.00    0.00   91.63
18:04:31     all    4.17    0.00    0.00    4.17    0.00    0.00    0.00    0.00    0.00   91.67
18:04:32     all    1.66    0.00    2.54    2.70    0.00    0.00    0.21    0.00    0.00   92.89
18:04:33     all    0.00    0.00    6.00    2.85    0.00    0.63    0.04    0.00    0.00   90.47
18:04:34     all    0.00    0.00    7.05    2.31    0.00    1.13    0.00    0.00    0.00   89.51
18:04:35     all    0.00    0.00    5.34    5.93    0.00    0.38    0.00    0.00    0.00   88.35
18:04:36     all    0.00    0.00    0.33   11.95    0.00    0.00    0.00    0.00    0.00   87.72
18:04:37     all    0.00    0.00    0.21   10.04    0.00    0.00    0.00    0.00    0.00   89.75
18:04:38     all    0.00    0.00    0.21    8.00    0.00    0.00    0.21    0.00    0.00   91.58
18:04:39     all    0.00    0.00    3.24    5.00    0.00    0.04    0.00    0.00    0.00   91.72
18:04:40     all    0.00    0.00    2.05   13.32    0.00    0.17    0.21    0.00    0.00   84.25
18:04:41     all    0.00    0.00    0.29   22.37    0.00    0.00    0.00    0.00    0.00   77.34
18:04:42     all    0.00    0.00    1.00   19.71    0.00    0.00    0.04    0.00    0.00   79.25
18:04:43     all    0.00    0.00    7.23   12.37    0.00    0.00    0.00    0.00    0.00   80.39
18:04:44     all    0.00    0.00    6.42   10.95    0.00    0.00    0.04    0.00    0.00   82.59
18:04:45     all    0.00    0.00    3.71   18.20    0.00    0.00    0.00    0.00    0.00   78.09
18:04:46     all    0.00    0.00    0.00   20.84    0.00    0.00    0.00    0.00    0.00   79.16
18:04:47     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:48     all    0.04    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.12
18:04:49     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:50     all    0.00    0.00    0.04   20.82    0.00    0.00    0.00    0.00    0.00   79.13
18:04:51     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:52     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:53     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:54     all    0.00    0.00    0.00   20.85    0.00    0.00    0.00    0.00    0.00   79.15
18:04:55     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:56     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:04:57     all    0.00    0.00    0.04   20.82    0.00    0.00    0.00    0.00    0.00   79.13
18:04:58     all    0.00    0.00    0.00   20.82    0.00    0.00    0.00    0.00    0.00   79.18
18:04:59     all    0.00    0.00    0.00   20.84    0.00    0.00    0.00    0.00    0.00   79.16
18:05:00     all    0.00    0.00    0.04   20.82    0.00    0.00    0.00    0.00    0.00   79.13
18:05:01     all    0.00    0.00    0.04   21.01    0.00    0.00    0.04    0.00    0.00   78.91
18:05:02     all    0.00    0.00    3.18   20.01    0.00    0.04    1.90    0.00    0.00   74.88
18:05:03     all    0.00    0.00   10.81   12.69    0.00    0.00    0.08    0.00    0.00   76.41
18:05:04     all   43.80    0.00    8.14    2.21    0.00    0.08    0.54    0.00    0.00   45.22
18:05:05     all   64.32    0.00    2.75    0.00    0.00    0.00    0.00    0.00    0.00   32.93
18:05:06     all   64.53    0.00    2.75    0.00    0.00    0.00    0.00    0.00    0.00   32.72
18:05:07     all   66.72    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.00   33.20
18:05:08     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:05:09     all   62.43    0.00    5.46    0.00    0.00    0.00    0.00    0.00    0.00   32.11
18:05:10     all   66.72    0.00    0.00    0.00    0.00    0.00    0.04    0.00    0.00   33.24
18:05:11     all   66.62    0.00    0.04    2.29    0.00    0.00    0.00    0.00    0.00   31.04
18:05:12     all   66.67    0.00    0.00    4.17    0.00    0.00    0.00    0.00    0.00   29.17
18:05:13     all   66.64    0.00    0.04    4.16    0.00    0.00    0.00    0.00    0.00   29.15
18:05:14     all   65.49    0.00    1.54    4.17    0.00    0.00    0.04    0.00    0.00   28.76
18:05:15     all   21.30    0.00   12.08    1.04    0.00    0.12    0.29    0.00    0.00   65.16
18:05:16     all    0.00    0.00    4.76    0.00    0.00    0.17    0.00    0.00    0.00   95.07
18:05:17     all    0.00    0.00    7.27    0.00    0.00    0.25    0.00    0.00    0.00   92.47
18:05:18     all    0.00    0.00    6.28    0.00    0.00    0.79    1.13    0.00    0.00   91.80
18:05:19     all    0.00    0.00    2.13    5.99    0.00    0.00    0.00    0.00    0.00   91.88
18:05:20     all    0.00    0.00    0.08    7.91    0.00    0.00    0.00    0.00    0.00   92.01
18:05:21     all    0.00    0.00    2.37   10.37    0.00    0.50    0.92    0.00    0.00   85.84
18:05:22     all    0.00    0.00    4.72   11.82    0.00    0.00    0.08    0.00    0.00   83.38
18:05:23     all    0.00    0.00    6.32   10.46    0.00    0.00    0.04    0.00    0.00   83.19
18:05:24     all    0.00    0.00    7.96   11.39    0.00    0.34    0.00    0.00    0.00   80.32
18:05:25     all   22.22    0.00    7.42    5.68    0.00    0.00    0.04    0.00    0.00   64.64
