NUM_THREADS=16
BATCH_SIZE=32768
num_threads_sort=16
num_threads_io=4
memory_size=16 GB
FILESIZE=64 GB
FILENAME=data-64GB.bin
bytes_free=230743769088
ratio=4
memory_size_byte=17179869184
FILESIZE_byte=68719476736
-------------------------
found good configuration:
memory_size_byte=17179869184
FILESIZE_byte=68719476736
WRITE_SIZE=134217728
FLUSH_SIZE=4
BUCKET_SIZE=33554432
NUM_BUCKETS=128
PREFIX_SIZE=7
EXPECTED_TOTAL_FLUSHES=512
sort_memory=8589934592
NUM_ENTRIES=4294967296
Total Memory: 23462842368 bytes
Free Memory: 22641659904 bytes
MEMORY_MAX=17179869184
RECORD_SIZE=16
HASH_SIZE=10
NONCE_SIZE=6
num_threads_hash=16
num_threads_sort=16
num_threads_io=4
storing vault configuration in data-64GB.bin.config
hash generation and sorting...
initializing circular array...
Create thread data structure...
Create hash generation threads...
Hash generation threads created...
[244][HASHGEN]: 70.58% completed, ETA 101.7 seconds, 256/512 flushes, 192.0 MB/sec
[245][HASHGEN]: 70.88% completed, ETA 100.7 seconds, 256/512 flushes, 193.4 MB/sec
[246][HASHGEN]: 71.18% completed, ETA 99.6 seconds, 256/512 flushes, 194.7 MB/sec
[247][HASHGEN]: 71.47% completed, ETA 98.6 seconds, 256/512 flushes, 191.4 MB/sec
[248][HASHGEN]: 71.77% completed, ETA 97.6 seconds, 256/512 flushes, 194.7 MB/sec
[249][HASHGEN]: 72.06% completed, ETA 96.5 seconds, 256/512 flushes, 193.4 MB/sec
[250][HASHGEN]: 72.36% completed, ETA 95.5 seconds, 256/512 flushes, 194.4 MB/sec
[251][HASHGEN]: 72.65% completed, ETA 94.5 seconds, 256/512 flushes, 194.1 MB/sec
[252][HASHGEN]: 72.95% completed, ETA 93.4 seconds, 256/512 flushes, 194.5 MB/sec
[253][HASHGEN]: 73.25% completed, ETA 92.4 seconds, 256/512 flushes, 195.3 MB/sec
[254][HASHGEN]: 73.55% completed, ETA 91.3 seconds, 256/512 flushes, 198.7 MB/sec
[255][HASHGEN]: 73.85% completed, ETA 90.3 seconds, 256/512 flushes, 196.2 MB/sec
[256][HASHGEN]: 74.15% completed, ETA 89.3 seconds, 256/512 flushes, 194.0 MB/sec
[257][HASHGEN]: 74.45% completed, ETA 88.2 seconds, 256/512 flushes, 196.1 MB/sec
[258][HASHGEN]: 74.75% completed, ETA 87.2 seconds, 256/512 flushes, 193.8 MB/sec
[259][HASHGEN]: 74.97% completed, ETA 86.5 seconds, 258/512 flushes, 146.8 MB/sec
[260][HASHGEN]: 74.98% completed, ETA 86.8 seconds, 265/512 flushes, 3.9 MB/sec
[261][HASHGEN]: 74.98% completed, ETA 87.1 seconds, 274/512 flushes, 4.1 MB/sec
[262][HASHGEN]: 74.99% completed, ETA 87.4 seconds, 282/512 flushes, 2.0 MB/sec
[263][HASHGEN]: 74.99% completed, ETA 87.8 seconds, 292/512 flushes, 2.3 MB/sec
[264][HASHGEN]: 74.99% completed, ETA 88.1 seconds, 301/512 flushes, 1.8 MB/sec
[266][HASHGEN]: 75.00% completed, ETA 88.8 seconds, 315/512 flushes, 1.0 MB/sec
[268][HASHGEN]: 75.00% completed, ETA 89.5 seconds, 319/512 flushes, 0.4 MB/sec
[270][HASHGEN]: 75.00% completed, ETA 90.1 seconds, 331/512 flushes, 1.0 MB/sec
[288][HASHGEN]: 75.00% completed, ETA 96.1 seconds, 345/512 flushes, 0.1 MB/sec
[290][HASHGEN]: 75.01% completed, ETA 96.7 seconds, 355/512 flushes, 1.2 MB/sec
[292][HASHGEN]: 75.01% completed, ETA 97.3 seconds, 361/512 flushes, 1.2 MB/sec
[293][HASHGEN]: 75.01% completed, ETA 97.8 seconds, 365/512 flushes, 0.3 MB/sec
[294][HASHGEN]: 75.02% completed, ETA 98.1 seconds, 368/512 flushes, 2.2 MB/sec
[295][HASHGEN]: 75.02% completed, ETA 98.6 seconds, 372/512 flushes, 1.1 MB/sec
[297][HASHGEN]: 75.02% completed, ETA 99.0 seconds, 375/512 flushes, 1.1 MB/sec
[304][HASHGEN]: 75.02% completed, ETA 101.5 seconds, 376/512 flushes, 0.1 MB/sec
[305][HASHGEN]: 75.03% completed, ETA 101.8 seconds, 380/512 flushes, 4.8 MB/sec
[306][HASHGEN]: 75.08% completed, ETA 101.9 seconds, 384/512 flushes, 31.5 MB/sec
[307][HASHGEN]: 75.70% completed, ETA 98.8 seconds, 384/512 flushes, 409.6 MB/sec
[308][HASHGEN]: 76.26% completed, ETA 96.2 seconds, 384/512 flushes, 361.8 MB/sec
[309][HASHGEN]: 76.96% completed, ETA 92.8 seconds, 384/512 flushes, 459.9 MB/sec
[310][HASHGEN]: 77.52% completed, ETA 90.1 seconds, 384/512 flushes, 370.2 MB/sec
[311][HASHGEN]: 78.10% completed, ETA 87.5 seconds, 384/512 flushes, 375.4 MB/sec
[312][HASHGEN]: 78.60% completed, ETA 85.2 seconds, 384/512 flushes, 329.4 MB/sec
[313][HASHGEN]: 79.03% completed, ETA 83.3 seconds, 384/512 flushes, 280.0 MB/sec
[314][HASHGEN]: 79.45% completed, ETA 81.5 seconds, 384/512 flushes, 275.9 MB/sec
[315][HASHGEN]: 79.89% completed, ETA 79.5 seconds, 384/512 flushes, 289.7 MB/sec
[316][HASHGEN]: 80.32% completed, ETA 77.6 seconds, 384/512 flushes, 285.0 MB/sec
[317][HASHGEN]: 80.77% completed, ETA 75.7 seconds, 384/512 flushes, 291.0 MB/sec
[318][HASHGEN]: 81.22% completed, ETA 73.7 seconds, 384/512 flushes, 295.8 MB/sec
[319][HASHGEN]: 81.68% completed, ETA 71.7 seconds, 384/512 flushes, 302.9 MB/sec
[320][HASHGEN]: 82.16% completed, ETA 69.7 seconds, 384/512 flushes, 311.4 MB/sec
[321][HASHGEN]: 82.63% completed, ETA 67.7 seconds, 384/512 flushes, 311.7 MB/sec
[322][HASHGEN]: 83.09% completed, ETA 65.7 seconds, 384/512 flushes, 297.2 MB/sec
[323][HASHGEN]: 83.58% completed, ETA 63.6 seconds, 384/512 flushes, 324.4 MB/sec
[324][HASHGEN]: 84.12% completed, ETA 61.3 seconds, 384/512 flushes, 350.3 MB/sec
[325][HASHGEN]: 84.65% completed, ETA 59.1 seconds, 384/512 flushes, 350.2 MB/sec
[326][HASHGEN]: 85.16% completed, ETA 56.9 seconds, 384/512 flushes, 333.6 MB/sec
[327][HASHGEN]: 85.69% completed, ETA 54.7 seconds, 384/512 flushes, 346.3 MB/sec
[328][HASHGEN]: 86.23% completed, ETA 52.5 seconds, 384/512 flushes, 351.4 MB/sec
[329][HASHGEN]: 86.86% completed, ETA 49.9 seconds, 384/512 flushes, 411.5 MB/sec
[330][HASHGEN]: 87.50% completed, ETA 47.3 seconds, 384/512 flushes, 418.7 MB/sec
[331][HASHGEN]: 88.14% completed, ETA 44.7 seconds, 384/512 flushes, 420.2 MB/sec
[332][HASHGEN]: 88.79% completed, ETA 42.0 seconds, 384/512 flushes, 424.7 MB/sec
[333][HASHGEN]: 89.39% completed, ETA 39.6 seconds, 384/512 flushes, 395.4 MB/sec
[334][HASHGEN]: 89.94% completed, ETA 37.5 seconds, 384/512 flushes, 360.3 MB/sec
[335][HASHGEN]: 90.38% completed, ETA 35.8 seconds, 384/512 flushes, 287.7 MB/sec
[336][HASHGEN]: 90.82% completed, ETA 34.0 seconds, 384/512 flushes, 288.7 MB/sec
[337][HASHGEN]: 91.26% completed, ETA 32.4 seconds, 384/512 flushes, 285.4 MB/sec
[338][HASHGEN]: 91.79% completed, ETA 30.3 seconds, 384/512 flushes, 345.9 MB/sec
[339][HASHGEN]: 92.33% completed, ETA 28.3 seconds, 384/512 flushes, 354.8 MB/sec
[340][HASHGEN]: 92.85% completed, ETA 26.2 seconds, 384/512 flushes, 345.4 MB/sec
[341][HASHGEN]: 93.33% completed, ETA 24.4 seconds, 384/512 flushes, 310.8 MB/sec
[342][HASHGEN]: 93.78% completed, ETA 22.7 seconds, 384/512 flushes, 296.5 MB/sec
[343][HASHGEN]: 94.26% completed, ETA 21.0 seconds, 384/512 flushes, 310.9 MB/sec
[344][HASHGEN]: 94.71% completed, ETA 19.2 seconds, 384/512 flushes, 300.3 MB/sec
[345][HASHGEN]: 95.17% completed, ETA 17.6 seconds, 384/512 flushes, 297.3 MB/sec
[346][HASHGEN]: 95.63% completed, ETA 15.9 seconds, 384/512 flushes, 300.5 MB/sec
[347][HASHGEN]: 96.08% completed, ETA 14.2 seconds, 384/512 flushes, 298.7 MB/sec
[348][HASHGEN]: 96.54% completed, ETA 12.5 seconds, 384/512 flushes, 299.8 MB/sec
[349][HASHGEN]: 97.07% completed, ETA 10.6 seconds, 384/512 flushes, 345.5 MB/sec
[350][HASHGEN]: 97.65% completed, ETA 8.5 seconds, 384/512 flushes, 379.2 MB/sec
[351][HASHGEN]: 98.16% completed, ETA 6.6 seconds, 384/512 flushes, 334.1 MB/sec
[352][HASHGEN]: 98.64% completed, ETA 4.9 seconds, 384/512 flushes, 318.4 MB/sec
[353][HASHGEN]: 99.11% completed, ETA 3.2 seconds, 384/512 flushes, 303.3 MB/sec
[354][HASHGEN]: 99.57% completed, ETA 1.5 seconds, 384/512 flushes, 300.8 MB/sec
[355][HASHGEN]: 99.96% completed, ETA 0.1 seconds, 386/512 flushes, 253.6 MB/sec
[357][HASHGEN]: 99.97% completed, ETA 0.1 seconds, 396/512 flushes, 6.6 MB/sec
[358][HASHGEN]: 99.98% completed, ETA 0.1 seconds, 404/512 flushes, 4.5 MB/sec
[359][HASHGEN]: 99.99% completed, ETA 0.1 seconds, 413/512 flushes, 2.2 MB/sec
[360][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 421/512 flushes, 1.8 MB/sec
[361][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 427/512 flushes, 1.3 MB/sec
[362][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 435/512 flushes, 1.1 MB/sec
[364][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 443/512 flushes, 1.0 MB/sec
[365][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 450/512 flushes, 1.4 MB/sec
[366][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 459/512 flushes, 2.3 MB/sec
[367][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 465/512 flushes, 1.3 MB/sec
[383][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 467/512 flushes, 0.1 MB/sec
[385][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 478/512 flushes, 0.9 MB/sec
[386][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 483/512 flushes, 3.2 MB/sec
[387][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 486/512 flushes, 0.5 MB/sec
[388][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 490/512 flushes, 0.7 MB/sec
[389][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 493/512 flushes, 2.4 MB/sec
[397][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 497/512 flushes, 0.1 MB/sec
[398][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 503/512 flushes, 3.1 MB/sec
[399][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 508/512 flushes, 1.6 MB/sec
[437][SORT]: 0.00% completed, ETA inf seconds, 0/128 flushes, 0.0 MB/sec
[458][SORT]: 12.50% completed, ETA 382.9 seconds, 16/128 flushes, 389.7 MB/sec
[503][SORT]: 25.00% completed, ETA 301.1 seconds, 32/128 flushes, 179.3 MB/sec
[534][SORT]: 37.50% completed, ETA 217.4 seconds, 48/128 flushes, 272.5 MB/sec
[574][SORT]: 50.00% completed, ETA 171.3 seconds, 64/128 flushes, 200.7 MB/sec
[595][SORT]: 62.50% completed, ETA 115.1 seconds, 80/128 flushes, 396.8 MB/sec
[625][SORT]: 75.00% completed, ETA 73.9 seconds, 96/128 flushes, 275.2 MB/sec
[665][SORT]: 87.50% completed, ETA 37.4 seconds, 112/128 flushes, 204.9 MB/sec
Completed 64 GB vault data-64GB.bin in 665.07 seconds : 6.46 MH/s 98.54 MB/s
